num__classifier__base_estimator__max_depth,num__classifier__learning_rate,num__classifier__n_estimators,cat__x0_SAMME,cat__x0_SAMME.R,cat__x1_mean,cat__x1_median,cat__x1_most_frequent,task_id,num__predictive_accuracy
1.2373157784647322,-0.48321119969482196,-0.8669591960947098,1.0,0.0,0.0,1.0,0.0,3,0.996558197747184
-1.1999201093825878,-0.6763635807885926,-0.581533210011803,0.0,1.0,1.0,0.0,0.0,3,0.9759073842302878
0.19278611224445216,0.5378109075135081,1.2081648648864234,1.0,0.0,0.0,0.0,1.0,3,0.9959324155193992
1.5854923338714921,-0.7416570060079916,0.40588641751825294,1.0,0.0,0.0,0.0,1.0,3,0.996558197747184
0.19278611224445216,-0.7407916137306362,-1.2912410672990309,0.0,1.0,0.0,1.0,0.0,3,0.9956195244055068
-0.5035669985690678,-0.5365646698481427,-1.2912410672990309,1.0,0.0,1.0,0.0,0.0,3,0.9671464330413015
-0.15539044316230785,-0.6505909744492114,0.351886906637703,1.0,0.0,1.0,0.0,0.0,3,0.991551939924906
0.8891392230579721,-0.7183103520822149,-1.005815081216124,0.0,1.0,0.0,0.0,1.0,3,0.9937421777221528
1.5854923338714921,-0.6833732118586089,0.5293138709595099,1.0,0.0,0.0,0.0,1.0,3,0.9971839799749688
-0.15539044316230785,-0.7244149273036243,-0.3423925189693676,0.0,1.0,0.0,1.0,0.0,3,0.9962453066332916
-0.15539044316230785,-0.4983419774867292,-0.7126748792931386,1.0,0.0,0.0,0.0,1.0,3,0.9928035043804756
1.2373157784647322,1.376623958901053,-1.2603842039387165,0.0,1.0,1.0,0.0,0.0,3,0.9959324155193992
-0.15539044316230785,-0.6694136093106853,0.10503199975518901,1.0,0.0,0.0,1.0,0.0,3,0.9893617021276596
-0.8517435539758278,-0.7308986060672001,0.3441726907976244,1.0,0.0,0.0,0.0,1.0,3,0.940863579474343
-0.5035669985690678,-0.7331411544786149,-1.6152381325823304,0.0,1.0,1.0,0.0,0.0,3,0.98811013767209
-0.15539044316230785,-0.7352348554886954,0.1667457264758175,0.0,1.0,0.0,0.0,1.0,3,0.9959324155193992
1.2373157784647322,0.7325640994654902,1.285307023287209,0.0,1.0,0.0,0.0,1.0,3,0.9949937421777222
-1.5480966647893477,0.17281008886166263,0.6527413244007669,0.0,1.0,0.0,0.0,1.0,3,0.969336670838548
-1.1999201093825878,-0.4125792418808642,1.5321619301697231,0.0,1.0,0.0,0.0,1.0,3,0.9959324155193992
1.5854923338714921,-0.6621035374833687,-1.2140989088982452,0.0,1.0,0.0,1.0,0.0,3,0.9943679599499374
-0.5035669985690678,1.2595913496397189,1.3315923183276803,0.0,1.0,1.0,0.0,0.0,3,0.9974968710888612
1.5854923338714921,0.0552626387290405,1.408734476728466,1.0,0.0,0.0,1.0,0.0,3,0.9956195244055068
0.19278611224445216,-0.7327389274834005,1.1387369223257164,0.0,1.0,0.0,0.0,1.0,3,0.9946808510638298
-1.1999201093825878,-0.7368116663790643,-1.3992400890601306,0.0,1.0,1.0,0.0,0.0,3,0.940863579474343
0.8891392230579721,0.5200486134971434,-0.8978160594550241,0.0,1.0,1.0,0.0,0.0,3,0.9946808510638298
-1.5480966647893477,2.8415346755373316,-0.882387627774867,1.0,0.0,0.0,0.0,1.0,3,0.773153942428035
0.5409626676512121,-0.7445485324752559,-0.8438165485744742,0.0,1.0,0.0,1.0,0.0,3,0.994055068836045
0.19278611224445216,0.03249245576742042,-0.2883930080888177,0.0,1.0,1.0,0.0,0.0,3,0.9946808510638298
-0.15539044316230785,-0.521375847785522,-1.607523916742252,1.0,0.0,0.0,1.0,0.0,3,0.9746558197747184
-0.5035669985690678,3.3440237132554653,1.2081648648864234,0.0,1.0,1.0,0.0,0.0,3,0.9859198998748436
-0.15539044316230785,-0.7107772421427387,-1.2758126356188737,0.0,1.0,1.0,0.0,0.0,3,0.9962453066332916
0.19278611224445216,-0.6707631879993604,-1.322097930659345,1.0,0.0,0.0,1.0,0.0,3,0.9840425531914893
-1.1999201093825878,-0.6195817194849867,0.6681697560809241,0.0,1.0,0.0,1.0,0.0,3,0.990613266583229
-1.5480966647893477,-0.7302950142621072,-0.11096604376701073,1.0,0.0,0.0,1.0,0.0,3,0.904255319148936
1.5854923338714921,2.0946968841145015,0.035604057194481946,1.0,0.0,0.0,0.0,1.0,3,0.9956195244055068
1.5854923338714921,2.870075902081064,-0.37324938232968186,0.0,1.0,1.0,0.0,0.0,3,0.996558197747184
-0.8517435539758278,-0.38729863309898827,-1.0212435128962811,0.0,1.0,0.0,1.0,0.0,3,0.9962453066332916
-0.5035669985690678,-0.6403013882519535,0.6681697560809241,1.0,0.0,0.0,1.0,0.0,3,0.983729662077597
-0.5035669985690678,-0.7245593765813249,-0.03382388536622512,0.0,1.0,0.0,0.0,1.0,3,0.9956195244055068
0.19278611224445216,0.2811991796616357,1.2081648648864234,0.0,1.0,0.0,0.0,1.0,3,0.9949937421777222
-1.1999201093825878,-0.7384045035138842,-0.3038214397689748,1.0,0.0,0.0,0.0,1.0,3,0.904255319148936
0.5409626676512121,0.7952822652304956,1.6324467360907444,1.0,0.0,0.0,0.0,1.0,3,0.9962453066332916
