task_id,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,x0_SAMME,x0_SAMME.R,x1_mean,x1_median,x1_most_frequent
16,0.5409626676512121,1.23304235301084,1.3470207500078375,1.0,0.0,0.0,0.0,1.0
16,1.2373157784647322,1.789128804163114,-0.0183954536860679,0.0,1.0,1.0,0.0,0.0
16,0.5409626676512121,1.2526822008350027,0.9613099580039094,1.0,0.0,0.0,0.0,1.0
16,-0.1553904431623078,1.507870431792005,0.7375976986416312,1.0,0.0,0.0,1.0,0.0
16,0.5409626676512121,3.300588523152087,0.2438878848766031,1.0,0.0,0.0,0.0,1.0
16,0.5409626676512121,1.0926845012339588,0.3210300432773887,1.0,0.0,0.0,0.0,1.0
16,1.585492333871492,0.3138013069075863,0.3287442591174673,1.0,0.0,1.0,0.0,0.0
16,0.8891392230579721,0.4515026424077186,-0.3501067348094461,1.0,0.0,0.0,1.0,0.0
16,1.2373157784647322,0.4059136706206581,0.7453119144817096,1.0,0.0,0.0,0.0,1.0
16,1.585492333871492,0.9379577891093248,1.3315923183276803,0.0,1.0,1.0,0.0,0.0
16,1.2373157784647322,0.2346931515173846,-0.6741038000927457,1.0,0.0,1.0,0.0,0.0
16,0.1927861122444521,1.2191187689373184,0.0356040571944819,1.0,0.0,0.0,1.0,0.0
16,1.585492333871492,2.288333407807108,0.1667457264758175,1.0,0.0,0.0,1.0,0.0
16,0.5409626676512121,0.4147519426388311,0.0356040571944819,0.0,1.0,0.0,0.0,1.0
16,0.8891392230579721,-0.0452872980767716,0.0896035680750318,1.0,0.0,1.0,0.0,0.0
16,1.585492333871492,2.6624079808090264,-0.0801091804066964,1.0,0.0,1.0,0.0,0.0
16,1.2373157784647322,1.4772665190046013,0.8378825045626525,0.0,1.0,1.0,0.0,0.0
16,1.585492333871492,0.0285931389118682,0.3827437699980172,1.0,0.0,1.0,0.0,0.0
16,0.1927861122444521,1.0524752776939108,-1.268098419778795,1.0,0.0,0.0,1.0,0.0
18,-0.1553904431623078,1.2475565319398685,1.408734476728466,0.0,1.0,1.0,0.0,0.0
18,-0.5035669985690678,-0.5842617712083122,-1.5226675425013876,1.0,0.0,0.0,1.0,0.0
18,0.5409626676512121,-0.7437091455089291,-1.7232371543434302,1.0,0.0,0.0,0.0,1.0
18,0.1927861122444521,-0.7345764512541131,-1.1832420455379309,1.0,0.0,0.0,0.0,1.0
18,-0.5035669985690678,-0.445102941043607,-0.9363871386554168,1.0,0.0,0.0,0.0,1.0
18,0.5409626676512121,2.074240886964529,0.791597209522181,0.0,1.0,0.0,0.0,1.0
18,1.2373157784647322,3.1469616240430813,-1.0752430237768311,0.0,1.0,1.0,0.0,0.0
18,0.8891392230579721,2.755651074438617,1.6093040885705086,0.0,1.0,1.0,0.0,0.0
18,0.1927861122444521,1.0127341743674585,0.8301682887225739,0.0,1.0,0.0,0.0,1.0
18,-0.5035669985690678,-0.7430708297712494,-0.3115356556090533,1.0,0.0,1.0,0.0,0.0
18,-0.5035669985690678,-0.6708136862233138,-1.7000945068231943,1.0,0.0,0.0,0.0,1.0
18,-0.1553904431623078,-0.6698365474337682,0.791597209522181,1.0,0.0,1.0,0.0,0.0
18,1.585492333871492,3.325135582596108,1.4704482034490944,0.0,1.0,0.0,0.0,1.0
18,0.8891392230579721,3.0026965366061744,0.351886906637703,0.0,1.0,0.0,1.0,0.0
18,-0.1553904431623078,-0.6064540577751116,0.7067408352813168,1.0,0.0,1.0,0.0,0.0
18,1.2373157784647322,1.3731954031477682,-1.3529547940196591,0.0,1.0,0.0,1.0,0.0
18,-0.5035669985690678,-0.6331799106214254,1.6633035994510583,1.0,0.0,1.0,0.0,0.0
18,-0.5035669985690678,-0.7144990523759379,-1.0212435128962811,1.0,0.0,0.0,1.0,0.0
18,-0.5035669985690678,-0.6924438761035586,0.0896035680750318,1.0,0.0,0.0,1.0,0.0
18,0.5409626676512121,3.0693036297072647,-0.951815570335574,1.0,0.0,0.0,1.0,0.0
22,-0.1553904431623078,-0.2596131597775061,1.1155942748054806,1.0,0.0,1.0,0.0,0.0
22,1.585492333871492,0.8218754544447568,-0.635532720892353,1.0,0.0,0.0,1.0,0.0
22,-0.1553904431623078,0.5733821730352275,0.3673153383178601,1.0,0.0,0.0,1.0,0.0
22,1.585492333871492,0.2130161806696701,1.3778776133681518,1.0,0.0,0.0,0.0,1.0
22,-0.8517435539758278,1.1763960544964027,0.8687393679229667,1.0,0.0,1.0,0.0,0.0
22,-0.5035669985690678,0.7651547530620842,-1.0829572396169096,1.0,0.0,0.0,1.0,0.0
22,-0.1553904431623078,0.1845480136609298,-0.9826724336958884,1.0,0.0,0.0,0.0,1.0
22,0.5409626676512121,0.9505853663038945,-0.5198194832911746,1.0,0.0,0.0,1.0,0.0
22,1.585492333871492,1.8306919601044087,1.2930212391272875,1.0,0.0,0.0,0.0,1.0
22,-0.1553904431623078,2.586071228943513,0.598741813520217,1.0,0.0,0.0,1.0,0.0
22,1.585492333871492,3.2840807460485064,0.845596720402731,0.0,1.0,0.0,0.0,1.0
22,-0.5035669985690678,-0.1983284808482602,0.1436030789555818,1.0,0.0,0.0,1.0,0.0
22,0.1927861122444521,1.4351689922548034,1.2390217282467375,1.0,0.0,0.0,0.0,1.0
22,-0.5035669985690678,2.81610680267804,1.231307512406659,1.0,0.0,1.0,0.0,0.0
22,-0.8517435539758278,3.2764918513342964,0.5370280867995885,1.0,0.0,0.0,1.0,0.0
22,1.2373157784647322,2.5144507004672243,0.174459942315896,1.0,0.0,1.0,0.0,0.0
22,-0.5035669985690678,2.6575041797118537,-1.0521003762565952,1.0,0.0,0.0,1.0,0.0
22,-0.1553904431623078,0.0352339503762379,-0.566104778331646,1.0,0.0,0.0,0.0,1.0
22,0.1927861122444521,1.4910700983389522,1.1541653540058734,1.0,0.0,0.0,1.0,0.0
22,-0.8517435539758278,0.1510228681434215,0.6141702452003741,1.0,0.0,0.0,0.0,1.0
23,-1.5480966647893477,-0.7059288241668327,0.4907427917591171,0.0,1.0,0.0,0.0,1.0
23,-1.5480966647893477,-0.6215354958351444,-1.3143837148192663,0.0,1.0,1.0,0.0,0.0
23,-0.1553904431623078,-0.7332285637772881,0.3056016115972316,1.0,0.0,0.0,0.0,1.0
23,-0.5035669985690678,-0.4188595303065823,-0.9826724336958884,1.0,0.0,0.0,1.0,0.0
23,-0.1553904431623078,-0.6554732309217646,-1.5072391108212304,1.0,0.0,0.0,0.0,1.0
23,-0.8517435539758278,-0.7208288766812094,-1.6229523484224089,0.0,1.0,0.0,1.0,0.0
23,-1.5480966647893477,-0.7185223143253798,1.107880058965402,0.0,1.0,0.0,0.0,1.0
23,-1.5480966647893477,-0.6495327576080003,-0.3963920298499175,0.0,1.0,1.0,0.0,0.0
23,-0.5035669985690678,-0.4751485088868015,-0.7666743901736885,1.0,0.0,0.0,1.0,0.0
23,0.1927861122444521,-0.7434626445335675,-0.1572513388074821,1.0,0.0,0.0,1.0,0.0
23,-0.8517435539758278,-0.7417114158345173,1.6633035994510583,0.0,1.0,0.0,1.0,0.0
23,-0.5035669985690678,-0.6667106202384894,-0.2035366338479534,1.0,0.0,1.0,0.0,0.0
23,-0.1553904431623078,-0.7045854730231562,1.7327315420117655,1.0,0.0,0.0,1.0,0.0
23,-0.1553904431623078,-0.7334974875653121,0.8070256412023382,1.0,0.0,0.0,0.0,1.0
23,-1.5480966647893477,-0.7294839203105097,1.254450159926895,0.0,1.0,0.0,1.0,0.0
23,-1.5480966647893477,-0.680619247259858,1.053880548084852,0.0,1.0,1.0,0.0,0.0
23,-0.5035669985690678,-0.4154833714718095,0.9998810372043022,1.0,0.0,0.0,1.0,0.0
23,0.1927861122444521,-0.7051327073886979,-1.6460949959426447,1.0,0.0,0.0,1.0,0.0
23,0.1927861122444521,-0.7339809728694964,1.694160462811373,1.0,0.0,0.0,1.0,0.0
23,-0.1553904431623078,-0.6121384210934193,1.6633035994510583,1.0,0.0,0.0,1.0,0.0
28,1.2373157784647322,1.4079490207488066,-1.3452405781795806,1.0,0.0,1.0,0.0,0.0
28,0.8891392230579721,3.105557389901864,1.570733009370116,1.0,0.0,0.0,0.0,1.0
28,1.2373157784647322,0.3689538610833851,1.215879080726502,1.0,0.0,0.0,0.0,1.0
28,1.585492333871492,2.600972008094754,1.6710178152911372,1.0,0.0,0.0,0.0,1.0
28,1.2373157784647322,1.9024099371627765,1.4550197717689377,0.0,1.0,0.0,1.0,0.0
28,0.5409626676512121,2.9648225045737733,0.3750295541579387,1.0,0.0,1.0,0.0,0.0
28,0.5409626676512121,0.8946854393059945,-0.828388116894317,1.0,0.0,1.0,0.0,0.0
28,1.585492333871492,1.1374049096465602,-1.144670966337538,1.0,0.0,0.0,0.0,1.0
28,1.585492333871492,1.5376159349940184,-0.334678303129289,0.0,1.0,0.0,1.0,0.0
28,0.8891392230579721,1.2900510410678174,-0.1881082021677963,1.0,0.0,0.0,1.0,0.0
28,1.2373157784647322,0.2269321651372998,-0.7666743901736885,1.0,0.0,0.0,1.0,0.0
28,1.2373157784647322,0.8534399294251968,-0.4735341882507031,0.0,1.0,1.0,0.0,0.0
28,0.5409626676512121,0.9021696206010212,-0.7358175268133743,1.0,0.0,0.0,0.0,1.0
28,1.2373157784647322,2.441057044009509,0.8687393679229667,0.0,1.0,1.0,0.0,0.0
28,1.585492333871492,0.698315191373979,-0.4889626199308602,1.0,0.0,0.0,1.0,0.0
28,0.8891392230579721,2.914265643406325,0.0973177839151104,1.0,0.0,0.0,0.0,1.0
28,1.585492333871492,2.146256443840376,-0.4889626199308602,1.0,0.0,0.0,0.0,1.0
28,0.5409626676512121,0.3741064407980785,1.1001658431253236,1.0,0.0,0.0,1.0,0.0
28,1.2373157784647322,-0.002685737550033,1.393306045048309,1.0,0.0,0.0,1.0,0.0
28,0.8891392230579721,1.2806884561619345,-1.6538092117827232,1.0,0.0,0.0,0.0,1.0
29,0.1927861122444521,2.027855074516485,1.7173031103316083,0.0,1.0,0.0,1.0,0.0
29,-0.5035669985690678,-0.692008309610025,0.5524565184797456,1.0,0.0,0.0,1.0,0.0
29,0.1927861122444521,2.1780007851954,1.7404457578518442,1.0,0.0,0.0,0.0,1.0
29,-0.1553904431623078,-0.2076197629803755,0.5833133818400599,1.0,0.0,0.0,0.0,1.0
29,0.1927861122444521,0.2226432868366762,-1.3298121464994237,1.0,0.0,1.0,0.0,0.0
29,0.8891392230579721,-0.0357037345856745,1.6093040885705086,1.0,0.0,0.0,1.0,0.0
29,-0.1553904431623078,2.018858501927101,0.5524565184797456,0.0,1.0,0.0,0.0,1.0
29,0.1927861122444521,0.9903922750666366,1.640160951930823,1.0,0.0,0.0,1.0,0.0
29,0.5409626676512121,1.269753780467184,-1.2372415564184809,0.0,1.0,0.0,0.0,1.0
29,0.5409626676512121,-0.2512748772622976,-0.1881082021677963,1.0,0.0,1.0,0.0,0.0
29,1.2373157784647322,1.184323241745302,1.1001658431253236,0.0,1.0,0.0,0.0,1.0
29,-0.5035669985690678,2.60192891147742,1.7481599736919229,0.0,1.0,0.0,0.0,1.0
29,-0.5035669985690678,-0.4341309461186249,1.269878591607052,1.0,0.0,1.0,0.0,0.0
29,-0.8517435539758278,-0.7248460781563958,0.5215996551194314,1.0,0.0,1.0,0.0,0.0
29,0.5409626676512121,0.0589908942703368,-0.2729645764086605,1.0,0.0,0.0,1.0,0.0
29,0.1927861122444521,2.672936992784714,-0.087823396246775,1.0,0.0,1.0,0.0,0.0
29,1.2373157784647322,1.6287238677366194,0.0201756255143248,1.0,0.0,0.0,0.0,1.0
29,0.1927861122444521,1.7220777732156507,1.6787320311312155,1.0,0.0,0.0,1.0,0.0
29,0.1927861122444521,-0.0716841592971662,1.65558938361098,1.0,0.0,1.0,0.0,0.0
29,0.1927861122444521,0.455497698212222,-0.4272488932102318,1.0,0.0,0.0,0.0,1.0
31,-0.8517435539758278,-0.4073878901404616,-1.7000945068231943,0.0,1.0,0.0,1.0,0.0
31,-1.1999201093825878,-0.6374612684582759,-0.211250849688032,0.0,1.0,0.0,1.0,0.0
31,0.8891392230579721,1.16996306216408,-1.4069543049002091,0.0,1.0,0.0,1.0,0.0
31,0.1927861122444521,-0.7201736800466587,0.6913124036011598,1.0,0.0,0.0,1.0,0.0
31,1.2373157784647322,0.4702438903019879,0.1204604314353461,1.0,0.0,1.0,0.0,0.0
31,-1.1999201093825878,-0.6626891288315957,1.7173031103316083,0.0,1.0,1.0,0.0,0.0
31,0.5409626676512121,0.7243486991897581,1.146451138165795,0.0,1.0,0.0,1.0,0.0
31,0.5409626676512121,2.2704454161553067,0.7838829936821025,0.0,1.0,1.0,0.0,0.0
31,-0.1553904431623078,-0.7238232387238088,1.1310227064856375,1.0,0.0,1.0,0.0,0.0
31,0.5409626676512121,1.7527827499691204,-1.3606690098597378,1.0,0.0,0.0,1.0,0.0
31,0.1927861122444521,-0.7412351415267285,1.2775928074471306,1.0,0.0,0.0,1.0,0.0
31,-0.1553904431623078,-0.3109796650593235,-0.265250360568582,1.0,0.0,0.0,1.0,0.0
31,1.585492333871492,1.2048708633356533,0.8070256412023382,0.0,1.0,0.0,0.0,1.0
31,-1.5480966647893477,-0.4708063395895414,-0.6972464476129815,0.0,1.0,0.0,0.0,1.0
31,-0.8517435539758278,-0.685756790033268,-1.2758126356188737,0.0,1.0,1.0,0.0,0.0
31,-0.1553904431623078,1.6989073954812604,0.1436030789555818,1.0,0.0,0.0,1.0,0.0
31,-0.8517435539758278,-0.334700577622804,1.2930212391272875,1.0,0.0,0.0,0.0,1.0
31,-0.1553904431623078,-0.5629833107873656,-1.6769518593029589,1.0,0.0,1.0,0.0,0.0
31,-0.5035669985690678,-0.4575703000768772,0.6990266194412383,1.0,0.0,0.0,0.0,1.0
31,0.8891392230579721,1.9813842924588667,0.1281746472754246,0.0,1.0,0.0,1.0,0.0
32,1.2373157784647322,1.3933382142369135,-0.3038214397689748,0.0,1.0,1.0,0.0,0.0
32,0.5409626676512121,0.0186985664398896,0.5755991659999813,1.0,0.0,0.0,1.0,0.0
32,1.2373157784647322,0.722368715648386,1.3315923183276803,0.0,1.0,1.0,0.0,0.0
32,1.2373157784647322,-0.1883073206617542,1.107880058965402,1.0,0.0,1.0,0.0,0.0
32,0.8891392230579721,0.5713932187940668,1.200450649046345,0.0,1.0,0.0,1.0,0.0
32,1.585492333871492,1.3511870592559032,0.969024173843988,0.0,1.0,0.0,0.0,1.0
32,0.8891392230579721,1.2787477786931398,0.4290290650384886,0.0,1.0,1.0,0.0,0.0
32,1.585492333871492,0.6835684336608936,0.0587467047147176,1.0,0.0,1.0,0.0,0.0
32,0.5409626676512121,0.0121547919193999,-1.2063846930581663,1.0,0.0,1.0,0.0,0.0
32,0.8891392230579721,-0.0181004884724374,1.231307512406659,1.0,0.0,1.0,0.0,0.0
32,0.5409626676512121,0.7825458031986339,0.8841677996031237,1.0,0.0,0.0,1.0,0.0
32,0.8891392230579721,1.7809081895182028,-1.3375263623395022,1.0,0.0,1.0,0.0,0.0
32,1.2373157784647322,1.1613225906488776,-1.4378111682605237,0.0,1.0,0.0,0.0,1.0
32,0.8891392230579721,1.5331512266166094,-0.8746734119347884,1.0,0.0,1.0,0.0,0.0
32,0.5409626676512121,0.0490227428771075,-0.4966768357709388,1.0,0.0,0.0,1.0,0.0
32,0.8891392230579721,0.5513863072155176,1.1001658431253236,0.0,1.0,1.0,0.0,0.0
32,0.8891392230579721,-0.0925889040729827,0.1436030789555818,1.0,0.0,0.0,0.0,1.0
32,0.8891392230579721,-0.4740862998974698,-0.0492523170463822,1.0,0.0,0.0,0.0,1.0
32,0.5409626676512121,-0.2687237274988171,0.1513172947956604,1.0,0.0,0.0,0.0,1.0
