task_id,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,x0_SAMME,x0_SAMME.R,x1_mean,x1_median,x1_most_frequent
3,-0.5035669985690678,2.387305430880712,0.0664609205547962,1.0,0.0,0.0,1.0,0.0
3,-0.5035669985690678,2.5761645930986794,0.297887395757153,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647322,-0.1792308456494546,-1.252669988098638,1.0,0.0,0.0,0.0,1.0
3,1.585492333871492,-0.4883388568502128,0.3364584749575459,1.0,0.0,0.0,0.0,1.0
3,1.585492333871492,-0.7021126216417568,0.3056016115972316,1.0,0.0,0.0,1.0,0.0
3,1.585492333871492,-0.6833732118586089,0.5293138709595099,1.0,0.0,0.0,0.0,1.0
3,1.585492333871492,-0.6161739975401116,1.6710178152911372,1.0,0.0,0.0,1.0,0.0
3,0.8891392230579721,-0.1067046912712759,-0.3423925189693676,1.0,0.0,0.0,0.0,1.0
3,1.585492333871492,-0.7030879603150567,0.845596720402731,1.0,0.0,0.0,1.0,0.0
3,0.8891392230579721,2.1123485698300426,-1.113814102977224,0.0,1.0,1.0,0.0,0.0
3,1.585492333871492,-0.6166756723916577,-1.0675288079367524,1.0,0.0,1.0,0.0,0.0
3,-0.1553904431623078,1.5255927632215645,-0.5738189941717244,0.0,1.0,1.0,0.0,0.0
3,1.585492333871492,2.6956269059615545,-1.4223827365803663,1.0,0.0,0.0,0.0,1.0
3,-0.8517435539758278,1.6053029087271735,1.7018746786514514,0.0,1.0,1.0,0.0,0.0
3,-0.5035669985690678,0.2968150243260443,-1.090671455456988,0.0,1.0,1.0,0.0,0.0
3,-0.5035669985690678,1.411614621500762,1.1695937856860306,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647322,-0.4964082019044604,-1.322097930659345,1.0,0.0,1.0,0.0,0.0
3,-0.8517435539758278,2.01068104348561,1.6093040885705086,0.0,1.0,0.0,0.0,1.0
3,-0.5035669985690678,1.6213167478265404,0.8841677996031237,1.0,0.0,1.0,0.0,0.0
3,1.585492333871492,-0.3776365536726991,-1.0212435128962811,1.0,0.0,1.0,0.0,0.0
6,1.585492333871492,1.0627367900599705,1.7481599736919229,1.0,0.0,0.0,0.0,1.0
6,1.2373157784647322,0.6272282890703251,0.8301682887225739,1.0,0.0,1.0,0.0,0.0
6,1.585492333871492,0.3230905347993236,0.6527413244007669,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.6699994103851119,0.228459453196446,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.046785893645798,0.791597209522181,1.0,0.0,1.0,0.0,0.0
6,1.585492333871492,0.5901240582955973,1.5090192826494873,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.1162796280515939,1.2390217282467375,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.0769894590797467,0.9304530946435952,1.0,0.0,0.0,1.0,0.0
6,1.2373157784647322,0.5965338324888277,1.3007354549673662,1.0,0.0,0.0,1.0,0.0
6,1.585492333871492,0.0414855259630976,1.6247325202506655,1.0,0.0,1.0,0.0,0.0
6,1.585492333871492,0.2990667934965997,0.4521717125587243,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.7223510319384101,0.7993114253622596,1.0,0.0,1.0,0.0,0.0
6,1.585492333871492,0.1520425680600862,1.725017326171687,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.0355927913358262,1.2775928074471306,1.0,0.0,0.0,1.0,0.0
6,1.585492333871492,0.1257275291073966,0.47531436007896,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.02718520278087,-0.0723949645666179,1.0,0.0,0.0,1.0,0.0
6,1.585492333871492,0.0552164469455902,0.6373128927206098,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,0.2812150789310167,0.6990266194412383,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,1.662165512576684,1.6864462469712942,1.0,0.0,0.0,0.0,1.0
6,1.585492333871492,-0.0415498248455974,-0.0955376120868536,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647893477,-0.3962113480709833,0.7298834828015526,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,-0.5570027098542861,-0.1572513388074821,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,1.2366393648113725,-0.8052454693740814,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,0.5439154258982347,0.544742302639667,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,0.0654554922709338,-0.8592449802546313,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,0.1292089734257503,1.7173031103316083,0.0,1.0,0.0,1.0,0.0
11,-1.5480966647893477,-0.6056406714672371,-0.1726797704876392,0.0,1.0,1.0,0.0,0.0
11,-1.5480966647893477,-0.2746253475560302,1.4704482034490944,0.0,1.0,0.0,1.0,0.0
11,-1.5480966647893477,-0.6078723258052957,-0.0723949645666179,0.0,1.0,0.0,1.0,0.0
11,-1.1999201093825878,-0.7125242639809575,0.5370280867995885,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647893477,-0.3627675029390277,-1.5998097009021732,0.0,1.0,1.0,0.0,0.0
11,-1.1999201093825878,0.8178770897672719,1.2081648648864234,0.0,1.0,1.0,0.0,0.0
11,-1.1999201093825878,-0.6303694700559096,-0.5506763466514888,0.0,1.0,0.0,0.0,1.0
11,-1.1999201093825878,1.3778222855983582,-0.4966768357709388,0.0,1.0,0.0,1.0,0.0
11,-1.1999201093825878,-0.2685177293801359,-0.9441013544954956,1.0,0.0,0.0,1.0,0.0
11,-1.1999201093825878,0.619491922104149,-0.2575361447285034,0.0,1.0,0.0,1.0,0.0
11,-1.1999201093825878,1.8519493148105963,0.8918820154432023,1.0,0.0,1.0,0.0,0.0
11,-1.5480966647893477,0.0801734329732821,-1.3683832256998163,1.0,0.0,0.0,0.0,1.0
11,-1.1999201093825878,1.5632344532151266,-0.8746734119347884,0.0,1.0,0.0,0.0,1.0
11,-1.1999201093825878,0.9939486989930308,-1.2140989088982452,0.0,1.0,0.0,1.0,0.0
12,1.585492333871492,2.1931891452437484,1.053880548084852,1.0,0.0,0.0,0.0,1.0
12,0.8891392230579721,0.6737857126761198,1.3007354549673662,1.0,0.0,1.0,0.0,0.0
12,0.1927861122444521,0.5072330357649327,0.5370280867995885,0.0,1.0,0.0,1.0,0.0
12,1.2373157784647322,0.0236723185728244,0.9844526055241452,1.0,0.0,0.0,0.0,1.0
12,-0.1553904431623078,0.8246192113774643,1.231307512406659,1.0,0.0,0.0,0.0,1.0
12,1.585492333871492,0.0666227999179063,0.1436030789555818,1.0,0.0,1.0,0.0,0.0
12,1.2373157784647322,0.1742739525136973,0.6450271085606883,1.0,0.0,1.0,0.0,0.0
12,0.5409626676512121,0.6432740815501305,1.408734476728466,0.0,1.0,0.0,1.0,0.0
12,1.585492333871492,0.2289694485127473,-0.265250360568582,1.0,0.0,1.0,0.0,0.0
12,0.8891392230579721,-0.0277751365356683,0.1513172947956604,1.0,0.0,0.0,1.0,0.0
12,0.5409626676512121,2.712535154960332,1.4473055559288588,1.0,0.0,0.0,0.0,1.0
12,0.8891392230579721,0.0942372857858725,0.6450271085606883,1.0,0.0,1.0,0.0,0.0
12,0.8891392230579721,0.4329813690615867,-0.2806787922487391,1.0,0.0,0.0,0.0,1.0
12,0.1927861122444521,0.4649697238937387,0.9844526055241452,1.0,0.0,0.0,1.0,0.0
12,0.8891392230579721,1.024713530334669,-0.1958224180078749,0.0,1.0,0.0,0.0,1.0
12,0.5409626676512121,0.832044152300416,1.5784472252101944,0.0,1.0,1.0,0.0,0.0
12,1.2373157784647322,2.0882637409686837,-1.2140989088982452,1.0,0.0,0.0,0.0,1.0
12,1.2373157784647322,1.750456389571919,0.0278898413544033,0.0,1.0,0.0,1.0,0.0
12,-0.1553904431623078,0.8364074261605068,0.6450271085606883,1.0,0.0,1.0,0.0,0.0
12,1.2373157784647322,2.4935873168247413,-0.6586753684125887,1.0,0.0,1.0,0.0,0.0
14,0.8891392230579721,-0.2489038117414294,-0.2343934972082677,1.0,0.0,0.0,1.0,0.0
14,0.8891392230579721,-0.3110457332993472,1.408734476728466,1.0,0.0,0.0,0.0,1.0
14,0.8891392230579721,-0.6816934657957903,0.1127462155952675,1.0,0.0,0.0,0.0,1.0
14,1.2373157784647322,-0.3206711065623824,-0.3192498714491319,1.0,0.0,1.0,0.0,0.0
14,0.5409626676512121,-0.0409152009442574,0.8301682887225739,1.0,0.0,0.0,0.0,1.0
14,1.2373157784647322,-0.4367931833150871,1.0075952530443808,1.0,0.0,1.0,0.0,0.0
14,0.1927861122444521,-0.3812399219825491,0.2824589640769959,1.0,0.0,0.0,1.0,0.0
14,1.585492333871492,-0.4301157731893293,1.3238781024876018,1.0,0.0,0.0,0.0,1.0
14,1.585492333871492,-0.4458024247275708,1.4395913400887803,1.0,0.0,0.0,1.0,0.0
14,0.1927861122444521,0.1750484385092807,1.215879080726502,1.0,0.0,0.0,1.0,0.0
14,0.5409626676512121,-0.4957536864147966,-0.5738189941717244,1.0,0.0,0.0,1.0,0.0
14,1.585492333871492,-0.5646054317844951,1.7173031103316083,1.0,0.0,0.0,0.0,1.0
14,0.5409626676512121,-0.4189247555608365,0.5833133818400599,1.0,0.0,0.0,1.0,0.0
14,1.2373157784647322,0.4107719918269259,0.5910275976801385,1.0,0.0,1.0,0.0,0.0
14,0.5409626676512121,-0.5997151966572644,0.3364584749575459,1.0,0.0,1.0,0.0,0.0
14,0.5409626676512121,-0.41174207770171,-0.5275336991312531,1.0,0.0,0.0,1.0,0.0
14,0.5409626676512121,-0.6351458701481368,0.6527413244007669,1.0,0.0,0.0,0.0,1.0
14,-0.1553904431623078,0.9545423162014794,0.9844526055241452,1.0,0.0,0.0,1.0,0.0
14,1.2373157784647322,-0.3808513210626544,0.0278898413544033,1.0,0.0,0.0,0.0,1.0
14,1.585492333871492,-0.3699595167088143,-0.4426773248903889,1.0,0.0,0.0,1.0,0.0
15,0.1927861122444521,-0.614266175836962,0.2438878848766031,1.0,0.0,1.0,0.0,0.0
15,-0.5035669985690678,-0.6514038527021911,-0.5352479149713316,0.0,1.0,0.0,0.0,1.0
15,-0.5035669985690678,1.1197298521215024,1.408734476728466,1.0,0.0,0.0,1.0,0.0
15,-0.1553904431623078,1.9730629506050184,0.6990266194412383,1.0,0.0,1.0,0.0,0.0
15,-0.5035669985690678,-0.0709951908065604,-0.4349631090503104,1.0,0.0,0.0,1.0,0.0
15,-0.8517435539758278,-0.0027995930323983,0.3056016115972316,1.0,0.0,1.0,0.0,0.0
15,0.5409626676512121,1.6326302874228735,1.4318771242487016,1.0,0.0,0.0,1.0,0.0
15,0.1927861122444521,-0.7395239939013413,-0.1958224180078749,0.0,1.0,0.0,0.0,1.0
15,-0.5035669985690678,1.9204647927066756,-0.0261096695261465,0.0,1.0,0.0,0.0,1.0
15,0.1927861122444521,0.3213748108591693,-1.0135292970562024,1.0,0.0,1.0,0.0,0.0
15,-0.8517435539758278,1.0914314938935572,-0.4118204615300747,0.0,1.0,0.0,0.0,1.0
15,-1.5480966647893477,0.5893114994812284,1.2081648648864234,0.0,1.0,0.0,0.0,1.0
15,-0.1553904431623078,0.0447416212194482,-0.1572513388074821,1.0,0.0,0.0,0.0,1.0
15,-0.1553904431623078,0.966101089188125,0.8687393679229667,0.0,1.0,1.0,0.0,0.0
15,-0.5035669985690678,2.716889277593947,0.2516021007166817,1.0,0.0,1.0,0.0,0.0
15,0.1927861122444521,0.3696682561914985,1.6170183044105872,1.0,0.0,0.0,0.0,1.0
15,0.1927861122444521,-0.6706210110111913,1.269878591607052,1.0,0.0,0.0,0.0,1.0
15,-0.1553904431623078,-0.7451920611549347,-1.499524894981152,0.0,1.0,0.0,1.0,0.0
15,0.1927861122444521,0.0248391748900037,-0.2421077130483463,1.0,0.0,1.0,0.0,0.0
15,-1.5480966647893477,0.967340587946771,0.1127462155952675,1.0,0.0,0.0,1.0,0.0
16,0.5409626676512121,1.957836964642048,-0.6201042892121958,1.0,0.0,0.0,0.0,1.0
